Country,EdLevel,Age,YearsCodePro,Salary
United States of America,Bachelor degree,35-44 years old,27.0,224000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,5.0,68071.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,55-64 years old,28.0,85769.0
United States of America,Bachelor degree,25-34 years old,8.0,57000.0
Brazil,Bachelor degree,25-34 years old,9.0,21844.0
United States of America,Bachelor degree,25-34 years old,10.0,210000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,25.0,140226.0
United States of America,Bachelor degree,25-34 years old,8.0,180000.0
France,Master degree,45-54 years old,26.0,116015.0
United States of America,Master degree,35-44 years old,14.0,240000.0
United States of America,Bachelor degree,25-34 years old,6.0,153000.0
Canada,Less than a Bachelors,35-44 years old,20.0,113085.0
United States of America,Bachelor degree,25-34 years old,9.0,155000.0
Brazil,Bachelor degree,35-44 years old,20.0,125000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,55-64 years old,40.0,115720.0
United States of America,Bachelor degree,35-44 years old,19.0,90000.0
United States of America,Bachelor degree,55-64 years old,35.0,140000.0
Germany,Less than a Bachelors,25-34 years old,7.0,33412.0
United States of America,Less than a Bachelors,35-44 years old,26.0,100000.0
Brazil,Master degree,35-44 years old,22.0,58252.0
Canada,Bachelor degree,35-44 years old,14.0,109438.0
United States of America,Less than a Bachelors,45-54 years old,26.0,210000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,16.0,81685.0
United States of America,Master degree,35-44 years old,20.0,174000.0
India,Bachelor degree,25-34 years old,6.0,29060.0
Germany,Bachelor degree,25-34 years old,7.0,105686.0
United States of America,Master degree,18-24 years old,2.0,71000.0
United States of America,Less than a Bachelors,25-34 years old,7.0,96000.0
United States of America,Bachelor degree,45-54 years old,23.0,225000.0
Germany,Master degree,35-44 years old,12.0,131097.0
Italy,Post grad,25-34 years old,5.0,48726.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,10.0,132057.0
France,Master degree,35-44 years old,9.0,58007.0
Italy,Bachelor degree,25-34 years old,10.0,48726.0
United States of America,Bachelor degree,45-54 years old,29.0,154000.0
United States of America,Less than a Bachelors,55-64 years old,45.0,120000.0
India,Bachelor degree,25-34 years old,8.0,15000.0
Italy,Bachelor degree,55-64 years old,35.0,46406.0
United States of America,Bachelor degree,45-54 years old,19.0,200000.0
United States of America,Master degree,65 years or older,45.0,140000.0
United States of America,Bachelor degree,45-54 years old,30.0,150000.0
Italy,Master degree,25-34 years old,3.0,52207.0
Germany,Master degree,55-64 years old,30.0,87011.0
Spain,Bachelor degree,25-34 years old,8.0,52207.0
Ukraine,Bachelor degree,25-34 years old,5.0,35949.0
United States of America,Master degree,25-34 years old,5.0,87000.0
United States of America,Bachelor degree,55-64 years old,37.0,163000.0
United States of America,Bachelor degree,18-24 years old,1.0,120000.0
United States of America,Bachelor degree,35-44 years old,10.0,170000.0
Canada,Less than a Bachelors,25-34 years old,5.0,68581.0
United States of America,Master degree,25-34 years old,6.0,150000.0
India,Bachelor degree,18-24 years old,4.0,10043.0
United States of America,Bachelor degree,25-34 years old,10.0,190000.0
United States of America,Master degree,35-44 years old,15.0,200000.0
United States of America,Less than a Bachelors,45-54 years old,29.0,165000.0
United States of America,Master degree,35-44 years old,14.0,190000.0
Italy,Post grad,25-34 years old,10.0,92812.0
United States of America,Bachelor degree,55-64 years old,32.0,140000.0
United States of America,Master degree,35-44 years old,18.0,20000.0
France,Master degree,35-44 years old,18.0,81210.0
India,Master degree,35-44 years old,13.0,69744.0
United States of America,Bachelor degree,25-34 years old,12.0,150000.0
United States of America,Less than a Bachelors,55-64 years old,43.0,75000.0
United States of America,Bachelor degree,35-44 years old,13.0,210000.0
United States of America,Bachelor degree,35-44 years old,13.0,225000.0
Spain,Less than a Bachelors,55-64 years old,28.0,46464.0
United States of America,Bachelor degree,35-44 years old,12.0,75000.0
Netherlands,Master degree,25-34 years old,6.0,70769.0
Germany,Master degree,35-44 years old,15.0,92812.0
Germany,Less than a Bachelors,45-54 years old,16.0,68449.0
United States of America,Master degree,25-34 years old,15.0,126000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,7.0,57179.0
Brazil,Less than a Bachelors,35-44 years old,17.0,40048.0
United States of America,Bachelor degree,25-34 years old,10.0,135000.0
France,Master degree,35-44 years old,18.0,74249.0
Canada,Less than a Bachelors,25-34 years old,8.0,64203.0
United States of America,Less than a Bachelors,35-44 years old,27.0,145000.0
Italy,Less than a Bachelors,45-54 years old,30.0,42925.0
Germany,Master degree,45-54 years old,20.0,68449.0
Canada,Master degree,35-44 years old,17.0,109438.0
Italy,Bachelor degree,35-44 years old,25.0,30164.0
United States of America,Bachelor degree,25-34 years old,2.0,93800.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,45-54 years old,26.0,156563.0
Netherlands,Bachelor degree,45-54 years old,26.0,92812.0
France,Bachelor degree,35-44 years old,12.0,76570.0
Germany,Bachelor degree,25-34 years old,9.0,98612.0
India,Master degree,55-64 years old,34.0,29060.0
United States of America,Less than a Bachelors,45-54 years old,30.0,155000.0
Canada,Less than a Bachelors,35-44 years old,12.0,160508.0
Brazil,Bachelor degree,45-54 years old,25.0,25485.0
Germany,Bachelor degree,35-44 years old,20.0,69609.0
Netherlands,Post grad,25-34 years old,10.0,60328.0
United States of America,Master degree,45-54 years old,25.0,187000.0
United Kingdom of Great Britain and Northern Ireland,Post grad,45-54 years old,25.0,122527.0
United States of America,Less than a Bachelors,55-64 years old,35.0,200000.0
United States of America,Master degree,35-44 years old,16.0,221402.0
United States of America,Less than a Bachelors,25-34 years old,7.0,90000.0
United States of America,Bachelor degree,65 years or older,47.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,55-64 years old,40.0,79779.0
United States of America,Post grad,35-44 years old,10.0,150000.0
Spain,Less than a Bachelors,35-44 years old,15.0,62648.0
Germany,Post grad,35-44 years old,15.0,41765.0
Italy,Less than a Bachelors,55-64 years old,24.0,23203.0
United States of America,Bachelor degree,35-44 years old,9.0,188000.0
United States of America,Bachelor degree,35-44 years old,13.0,192500.0
United States of America,Master degree,35-44 years old,20.0,65500.0
United States of America,Bachelor degree,25-34 years old,6.0,125000.0
United States of America,Bachelor degree,25-34 years old,7.0,120000.0
United States of America,Master degree,35-44 years old,15.0,135000.0
United States of America,Post grad,55-64 years old,42.0,200000.0
India,Bachelor degree,35-44 years old,12.0,40684.0
United States of America,Bachelor degree,45-54 years old,25.0,170000.0
Germany,Less than a Bachelors,45-54 years old,16.0,69609.0
United States of America,Bachelor degree,25-34 years old,5.0,130000.0
Italy,Less than a Bachelors,55-64 years old,30.0,46406.0
United States of America,Post grad,25-34 years old,13.0,200000.0
Germany,Master degree,25-34 years old,8.0,90491.0
United States of America,Master degree,55-64 years old,20.0,220000.0
France,Master degree,25-34 years old,8.0,69609.0
United States of America,Less than a Bachelors,35-44 years old,12.0,145000.0
United States of America,Bachelor degree,25-34 years old,10.0,64000.0
Germany,Bachelor degree,35-44 years old,13.0,110214.0
United States of America,Less than a Bachelors,25-34 years old,6.0,116700.0
Canada,Master degree,35-44 years old,18.0,159049.0
Spain,Master degree,25-34 years old,10.0,87011.0
Italy,Master degree,35-44 years old,13.0,58007.0
United States of America,Bachelor degree,25-34 years old,5.0,102000.0
Netherlands,Less than a Bachelors,25-34 years old,12.0,87011.0
Germany,Less than a Bachelors,45-54 years old,26.0,81210.0
United States of America,Bachelor degree,45-54 years old,28.0,110000.0
India,Bachelor degree,25-34 years old,7.0,52308.0
United States of America,Bachelor degree,25-34 years old,13.0,200000.0
United States of America,Bachelor degree,45-54 years old,28.0,170000.0
United States of America,Less than a Bachelors,65 years or older,45.0,130000.0
United States of America,Less than a Bachelors,35-44 years old,24.0,110000.0
United States of America,Less than a Bachelors,45-54 years old,26.0,170000.0
Brazil,Bachelor degree,25-34 years old,8.0,35169.0
India,Master degree,25-34 years old,10.0,35000.0
Germany,Master degree,45-54 years old,31.0,112534.0
Canada,Bachelor degree,18-24 years old,3.0,65663.0
Netherlands,Post grad,35-44 years old,15.0,98612.0
United States of America,Bachelor degree,35-44 years old,22.0,163000.0
Italy,Post grad,35-44 years old,20.0,40605.0
United States of America,Master degree,35-44 years old,25.0,100000.0
United States of America,Less than a Bachelors,25-34 years old,9.0,82000.0
France,Bachelor degree,25-34 years old,7.0,34804.0
United States of America,Master degree,35-44 years old,7.0,80000.0
United States of America,Bachelor degree,55-64 years old,35.0,105000.0
Germany,Bachelor degree,35-44 years old,20.0,92812.0
Canada,Bachelor degree,25-34 years old,11.0,71134.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,8.0,96660.0
Germany,Master degree,35-44 years old,17.0,98612.0
United States of America,Bachelor degree,25-34 years old,5.0,132000.0
Germany,Master degree,35-44 years old,16.0,74249.0
Germany,Master degree,55-64 years old,29.0,121815.0
United States of America,Less than a Bachelors,25-34 years old,13.0,225000.0
United States of America,Bachelor degree,25-34 years old,3.0,165000.0
United States of America,Master degree,25-34 years old,12.0,150000.0
France,Master degree,35-44 years old,15.0,69609.0
United States of America,Bachelor degree,25-34 years old,7.0,195000.0
Germany,Less than a Bachelors,55-64 years old,26.0,81210.0
United States of America,Master degree,35-44 years old,6.0,120000.0
United States of America,Bachelor degree,25-34 years old,8.0,145000.0
India,Master degree,25-34 years old,10.0,15111.0
France,Master degree,35-44 years old,15.0,92812.0
United States of America,Bachelor degree,25-34 years old,6.0,120000.0
Italy,Bachelor degree,25-34 years old,9.0,11601.0
Germany,Less than a Bachelors,18-24 years old,7.0,58007.0
United States of America,Bachelor degree,45-54 years old,29.0,165000.0
France,Bachelor degree,25-34 years old,3.0,77730.0
United States of America,Master degree,35-44 years old,20.0,110000.0
Canada,Bachelor degree,55-64 years old,37.0,66392.0
United States of America,Master degree,35-44 years old,8.0,120000.0
India,Bachelor degree,25-34 years old,14.0,29409.0
Germany,Bachelor degree,25-34 years old,13.0,109054.0
United States of America,Bachelor degree,25-34 years old,6.0,54000.0
United States of America,Master degree,25-34 years old,8.0,125000.0
United States of America,Master degree,25-34 years old,6.0,123000.0
Canada,Master degree,35-44 years old,21.0,142269.0
United States of America,Bachelor degree,55-64 years old,25.0,130000.0
Canada,Bachelor degree,45-54 years old,21.0,99223.0
United States of America,Bachelor degree,25-34 years old,6.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,19.0,111636.0
Brazil,Bachelor degree,35-44 years old,15.0,62257.0
Canada,Bachelor degree,45-54 years old,17.0,109438.0
Germany,Bachelor degree,35-44 years old,16.0,103253.0
United States of America,Bachelor degree,25-34 years old,8.0,145000.0
United States of America,Master degree,25-34 years old,7.0,157000.0
Germany,Bachelor degree,35-44 years old,15.0,98612.0
United States of America,Bachelor degree,25-34 years old,7.0,120000.0
India,Master degree,25-34 years old,8.0,34872.0
Germany,Master degree,25-34 years old,7.0,58007.0
United States of America,Less than a Bachelors,45-54 years old,27.0,190000.0
United States of America,Bachelor degree,35-44 years old,13.0,230000.0
United States of America,Bachelor degree,18-24 years old,2.0,80000.0
United States of America,Master degree,55-64 years old,17.0,109000.0
Spain,Post grad,45-54 years old,30.0,52207.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,45-54 years old,21.0,95299.0
Canada,Master degree,35-44 years old,13.0,80254.0
Germany,Bachelor degree,55-64 years old,30.0,127616.0
Germany,Master degree,35-44 years old,22.0,104413.0
Spain,Post grad,45-54 years old,20.0,145018.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,21.0,95299.0
United States of America,Bachelor degree,35-44 years old,21.0,140023.0
Brazil,Less than a Bachelors,35-44 years old,23.0,24575.0
Germany,Less than a Bachelors,25-34 years old,6.0,73089.0
United States of America,Bachelor degree,35-44 years old,21.0,180000.0
United States of America,Bachelor degree,55-64 years old,35.0,180000.0
United States of America,Bachelor degree,25-34 years old,9.0,131000.0
United States of America,Bachelor degree,35-44 years old,16.0,105000.0
Spain,Post grad,35-44 years old,14.0,58007.0
United States of America,Less than a Bachelors,25-34 years old,9.0,230000.0
United States of America,Bachelor degree,25-34 years old,3.0,129000.0
India,Bachelor degree,25-34 years old,6.0,15111.0
