Country,YearsCodePro,Employment,EdLevel,ConvertedCompYearly,OrgSize,Age
United Kingdom of Great Britain and Northern Ireland,14.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",68535.0,100 to 499 employees,35-44 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0,100 to 499 employees,25-34 years old
United Kingdom of Great Britain and Northern Ireland,11.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",114649.0,500 to 999 employees,25-34 years old
United States of America,12.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80000.0,Other,35-44 years old
Poland,20.0,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0,100 to 499 employees,35-44 years old
United Kingdom of Great Britain and Northern Ireland,0.5,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33121.0,20 to 99 employees,18-24 years old
Ukraine,0.5,"Student, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,100 to 499 employees,18-24 years old
Portugal,11.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",128887.0,Other,25-34 years old
Finland,27.0,"Employed, full-time",Some college/university study without earning a degree,84851.0,100 to 499 employees,45-54 years old
Canada,20.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",87231.0,100 to 499 employees,35-44 years old
Canada,12.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",93047.0,100 to 499 employees,25-34 years old
Israel,4.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",64762.0,"1,000 to 4,999 employees",18-24 years old
United States of America,13.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",163000.0,100 to 499 employees,35-44 years old
Germany,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",78621.0,100 to 499 employees,25-34 years old
Netherlands,4.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",64444.0,"10,000 or more employees",25-34 years old
Lithuania,8.0,"Employed, full-time",Some college/university study without earning a degree,85925.0,Other,25-34 years old
United Kingdom of Great Britain and Northern Ireland,10.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",84076.0,Other,35-44 years old
Germany,15.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",83777.0,"10,000 or more employees",35-44 years old
Ukraine,17.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",72000.0,Other,35-44 years old
United Kingdom of Great Britain and Northern Ireland,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35032.0,Other,25-34 years old
United States of America,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000.0,"5,000 to 9,999 employees",25-34 years old
Canada,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",123578.0,"10,000 or more employees",25-34 years old
Netherlands,18.0,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",161109.0,Other,35-44 years old
"Venezuela, Bolivarian Republic of...",5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15600.0,Other,25-34 years old
Finland,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",46185.0,100 to 499 employees,25-34 years old
United Kingdom of Great Britain and Northern Ireland,23.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",63694.0,20 to 99 employees,45-54 years old
United Kingdom of Great Britain and Northern Ireland,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",73885.0,"10,000 or more employees",18-24 years old
United States of America,25.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",145000.0,"1,000 to 4,999 employees",55-64 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",92000.0,100 to 499 employees,25-34 years old
United Kingdom of Great Britain and Northern Ireland,32.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80254.0,100 to 499 employees,55-64 years old
United States of America,28.0,"Employed, full-time",Some college/university study without earning a degree,118106.0,20 to 99 employees,55-64 years old
United States of America,11.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200000.0,Other,35-44 years old
Italy,18.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",32222.0,Other,25-34 years old
United States of America,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",110000.0,"1,000 to 4,999 employees",25-34 years old
Sweden,34.0,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",76307.0,Other,45-54 years old
Nicaragua,10.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",72600.0,500 to 999 employees,35-44 years old
Cyprus,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",161109.0,100 to 499 employees,35-44 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"10,000 or more employees",35-44 years old
United States of America,6.0,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",145000.0,Other,25-34 years old
India,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",41872.0,100 to 499 employees,25-34 years old
Czech Republic,10.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3497.0000000000005,500 to 999 employees,25-34 years old
United States of America,15.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,"10,000 or more employees",35-44 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",195000.0,500 to 999 employees,25-34 years old
United States of America,38.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",165000.0,20 to 99 employees,55-64 years old
Netherlands,10.0,"Independent contractor, freelancer, or self-employed;Employed, part-time",Some college/university study without earning a degree,36518.0,Other,25-34 years old
South Africa,8.0,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75332.0,"5,000 to 9,999 employees",35-44 years old
Pakistan,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12921.0,Other,25-34 years old
Ukraine,8.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24000.0,20 to 99 employees,25-34 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",127000.0,100 to 499 employees,25-34 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",98000.0,500 to 999 employees,18-24 years old
United States of America,0.5,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",90000.0,100 to 499 employees,45-54 years old
France,24.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",53703.0,Other,45-54 years old
United States of America,8.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",175000.0,20 to 99 employees,35-44 years old
United States of America,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",159000.0,500 to 999 employees,25-34 years old
United States of America,14.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",155000.0,"5,000 to 9,999 employees",35-44 years old
United Kingdom of Great Britain and Northern Ireland,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",127388.0,100 to 499 employees,25-34 years old
United Kingdom of Great Britain and Northern Ireland,27.0,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,76433.0,Other,45-54 years old
Nicaragua,12.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,20 to 99 employees,35-44 years old
Romania,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15536.0,Other,18-24 years old
Canada,18.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"10,000 or more employees",35-44 years old
United States of America,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"10,000 or more employees",25-34 years old
France,24.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",71962.0,Other,45-54 years old
Germany,22.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",54777.0,20 to 99 employees,45-54 years old
Israel,8.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100381.0,20 to 99 employees,25-34 years old
Finland,25.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80555.0,"10,000 or more employees",45-54 years old
Finland,6.0,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",Some college/university study without earning a degree,210000.0,"1,000 to 4,999 employees",18-24 years old
Netherlands,5.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60147.0,Other,18-24 years old
United States of America,27.0,"Employed, full-time",Some college/university study without earning a degree,170000.0,"10,000 or more employees",45-54 years old
Switzerland,10.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",89134.0,Other,25-34 years old
Serbia,25.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3497.0000000000005,20 to 99 employees,45-54 years old
United States of America,21.0,"Employed, full-time",Some college/university study without earning a degree,190000.0,500 to 999 employees,35-44 years old
Croatia,3.0,"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",167554.0,"1,000 to 4,999 employees",18-24 years old
Poland,4.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38604.0,20 to 99 employees,25-34 years old
Portugal,19.0,"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,83777.0,20 to 99 employees,35-44 years old
Netherlands,2.0,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38666.0,Other,25-34 years old
United States of America,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0,100 to 499 employees,18-24 years old
United Kingdom of Great Britain and Northern Ireland,11.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",112101.0,100 to 499 employees,35-44 years old
United States of America,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0,100 to 499 employees,18-24 years old
Brazil,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",34609.0,100 to 499 employees,25-34 years old
United States of America,17.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",160000.0,Other,45-54 years old
Ukraine,4.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000.0,20 to 99 employees,25-34 years old
Ukraine,2.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3497.0000000000005,20 to 99 employees,18-24 years old
Sweden,34.0,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",76307.0,Other,45-54 years old
Israel,1.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,20 to 99 employees,25-34 years old
Hungary,7.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45655.0,Other,25-34 years old
Spain,2.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",19333.0,20 to 99 employees,35-44 years old
United States of America,25.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",174000.0,100 to 499 employees,45-54 years old
United States of America,,"Independent contractor, freelancer, or self-employed",Something else,90000.0,Other,65 years or older
United States of America,10.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,"10,000 or more employees",25-34 years old
Portugal,10.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26852.0,20 to 99 employees,35-44 years old
Netherlands,35.0,"Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",53703.0,"1,000 to 4,999 employees",55-64 years old
Germany,25.0,"Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",210000.0,Other,35-44 years old
United States of America,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,20 to 99 employees,25-34 years old
United States of America,12.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",119000.0,500 to 999 employees,25-34 years old
Israel,24.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",183493.0,500 to 999 employees,35-44 years old
Russian Federation,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33613.0,"5,000 to 9,999 employees",25-34 years old
Portugal,15.0,"Employed, full-time",Some college/university study without earning a degree,33296.0,"1,000 to 4,999 employees",35-44 years old
United States of America,30.0,"Employed, full-time",Some college/university study without earning a degree,80000.0,100 to 499 employees,45-54 years old
United States of America,18.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"1,000 to 4,999 employees",35-44 years old
United States of America,30.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0,100 to 499 employees,45-54 years old
Spain,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",51555.0,20 to 99 employees,25-34 years old
